,d,F,T_i,A,p_e,a_opt,rev
5867,2,10,3,9,0.08,3,2.4847700334545455
5868,2,10,3,10,0.08,3,2.2872764173426576
5869,2,5,4,5,0.08,4,2.196638417777778
5870,2,5,4,6,0.08,4,1.9684153615238094
5871,2,5,4,7,0.08,4,1.781947136969697
5872,2,5,4,8,0.08,4,1.6269911686464646
5873,2,5,4,9,0.08,4,1.4963295744895104
5874,2,5,4,10,0.08,4,1.384753053986014
5875,2,6,4,5,0.08,4,2.6507441447619047
5876,2,6,4,6,0.08,4,2.3782807085714284
5877,2,6,4,7,0.08,4,2.154717792
5878,2,6,4,8,0.08,4,1.9683324644848483
5879,2,6,4,9,0.08,4,1.8107903279440558
5880,2,6,4,10,0.08,4,1.6760214336063934
5881,2,7,4,5,0.08,4,3.100715111111111
5882,2,7,4,6,0.08,4,2.7857354346666665
5883,2,7,4,7,0.08,4,2.5264460635151518
5884,2,7,4,8,0.08,4,2.30960457179798
5885,2,7,4,9,0.08,4,2.12584266786014
5886,2,7,4,10,0.08,4,1.968316497902098
5887,2,8,4,5,0.08,4,3.5467314702222223
5888,2,8,4,6,0.08,4,3.1899183829333335
5889,2,8,4,7,0.08,4,2.8959671478303024
5890,2,8,4,8,0.08,4,2.6496197582868684
5891,2,8,4,9,0.08,4,2.4403796435244756
5892,2,8,4,10,0.08,4,2.2606442288591406
5893,2,9,4,5,0.08,4,3.990947904
5894,2,9,4,6,0.08,4,3.5911531136
5895,2,9,4,7,0.08,4,3.2628701521454544
5896,2,9,4,8,0.08,4,2.9876928989090907
5897,2,9,4,9,0.08,4,2.753642263093706
5898,2,9,4,10,0.08,4,2.552259150513487
5899,2,10,4,6,0.08,4,3.990947904
5900,2,10,4,7,0.08,4,3.6274980945454542
5901,2,10,4,8,0.08,4,3.3236414758787878
5902,2,10,4,9,0.08,4,3.0652194935944053
5903,2,10,4,10,0.08,4,2.842664328951049
5904,2,5,5,5,0.08,5,2.478740735238095
5905,2,5,5,6,0.08,5,2.2463201108225106
5906,2,5,5,7,0.08,5,2.0524147050505053
5907,2,5,5,8,0.08,5,1.8884056525874127
5908,2,5,5,9,0.08,5,1.7480213389810189
5909,2,5,5,10,0.08,5,1.6265985773160172
5910,2,6,5,5,0.08,5,2.9860408685714286
5911,2,6,5,6,0.08,5,2.709331704935065
5912,2,6,5,7,0.08,5,2.477825907878788
5913,2,6,5,8,0.08,5,2.2814822758041955
5914,2,6,5,9,0.08,5,2.1130208658541454
5915,2,6,5,10,0.08,5,1.967021055104895
5916,2,7,5,5,0.08,5,3.4893044533333337
5917,2,7,5,6,0.08,5,3.1690458084848485
5918,2,7,5,7,0.08,5,2.900879248080808
5919,2,7,5,8,0.08,5,2.6730812956643355
5920,2,7,5,9,0.08,5,2.4772817857342657
5921,2,7,5,10,0.08,5,2.307293356456876
5922,2,8,5,5,0.08,5,3.9899479039999997
5923,2,8,5,6,0.08,5,3.625843576242424
5924,2,8,5,7,0.08,5,3.321311731070707
5925,2,8,5,8,0.08,5,3.0625840492307694
5926,2,8,5,9,0.08,5,2.840011047192807
5927,2,8,5,10,0.08,5,2.646555441081585
5928,2,9,5,5,0.08,5,4.489691392
5929,2,9,5,6,0.08,5,4.080810356363636
5930,2,9,5,7,0.08,5,3.7395852712727273
5931,2,9,5,8,0.08,5,3.4500112819020976
5932,2,9,5,9,0.08,5,3.200950918041958
5933,2,9,5,10,0.08,5,2.984386995532468
5934,2,10,5,5,0.08,5,4.98943488
5935,2,10,5,6,0.08,5,4.535122618181818
5936,2,10,5,7,0.08,5,4.156529066666667
5937,2,10,5,8,0.08,5,3.8358030702097903
5938,2,10,5,9,0.08,5,3.560237507132867
5939,2,10,5,10,0.08,5,3.3207131144055944
5940,2,5,6,5,0.08,6,2.708331704935065
5941,2,5,6,6,0.08,6,2.476825907878788
5942,2,5,6,7,0.08,6,2.2804822758041956
5943,2,5,6,8,0.08,6,2.1120208658541455
5944,2,5,6,9,0.08,6,1.966021055104895
5945,2,5,6,10,0.08,6,1.8383626259340662
5946,2,6,6,5,0.08,6,3.2592867087792206
5947,2,6,6,6,0.08,6,2.983809206857143
5948,2,6,6,7,0.08,6,2.749816915020979
5949,2,6,6,8,0.08,6,2.5486734982137866
5950,2,6,6,9,0.08,6,2.37401244526993
5951,2,6,6,10,0.08,6,2.2210156739580422
5952,2,7,6,5,0.08,6,3.8067321105454544
5953,2,7,6,6,0.08,6,3.4873889595151515
5954,2,7,6,7,0.08,6,3.216230631160839
5955,2,7,6,8,0.08,6,2.9830237730909097
5956,2,7,6,9,0.08,6,2.780326978148252
5957,2,7,6,10,0.08,6,2.602564370013986
5958,2,8,6,5,0.08,6,4.352397713454545
5959,2,8,6,6,0.08,6,3.9886206448484853
5960,2,8,6,7,0.08,6,3.680170376951049
5961,2,8,6,8,0.08,6,3.415061950785215
5962,2,8,6,9,0.08,6,3.1846415893482516
5963,2,8,6,10,0.08,6,2.982484283748252
5964,2,9,6,5,0.08,6,4.897572427636364
5965,2,9,6,6,0.08,6,4.488691392
5966,2,9,6,7,0.08,6,4.142488567048951
5967,2,9,6,8,0.08,6,3.8452840162717283
5968,2,9,6,9,0.08,6,3.5871507769798203
5969,2,9,6,10,0.08,6,3.360739358937063
5970,2,10,6,5,0.08,6,5.442747141818182
5971,2,10,6,6,0.08,6,4.98843488
5972,2,10,6,7,0.08,6,4.604016812307692
5973,2,10,6,8,0.08,6,4.27435377998002
5974,2,10,6,9,0.08,6,3.988307270841159
5975,2,10,6,10,0.08,6,3.7375844621778223
5976,2,5,7,5,0.08,7,2.898879248080808
5977,2,5,7,6,0.08,7,2.6710812956643357
5978,2,5,7,7,0.08,7,2.4752817857342655
5979,2,5,7,8,0.08,7,2.3052933564568763
5980,2,5,7,9,0.08,7,2.156424224615385
5981,2,5,7,10,0.08,7,2.0250459192760175
5982,2,6,7,5,0.08,7,3.486388959515151
5983,2,6,7,6,0.08,7,3.215230631160839
5984,2,6,7,7,0.08,7,2.9820237730909094
5985,2,6,7,8,0.08,7,2.7793269781482515
5986,2,6,7,9,0.08,7,2.6015643700139863
5987,2,6,7,10,0.08,7,2.444456083402715
5988,2,7,7,5,0.08,7,4.070952133575758
5989,2,7,7,6,0.08,7,3.7561873475431238
5990,2,7,7,7,0.08,7,3.4857089893519815
5991,2,7,7,8,0.08,7,3.2506558884301473
5992,2,7,7,9,0.08,7,3.044449490181818
5993,2,7,7,10,0.08,7,2.8620850289362405
5994,2,8,7,5,0.08,7,4.654272554666666
5995,2,8,7,6,0.08,7,4.295306141687647
5996,2,8,7,7,0.08,7,3.987238259319348
5997,2,8,7,8,0.08,7,3.7197559820034187
5998,2,8,7,9,0.08,7,3.485205935216783
5999,2,8,7,10,0.08,7,3.27779113755327
6000,2,9,7,5,0.08,7,5.2373066239999995
6001,2,9,7,6,0.08,7,4.833667652923077
6002,2,9,7,7,0.08,7,4.487578109986014
6003,2,9,7,8,0.08,7,4.187374199586014
6004,2,9,7,9,0.08,7,3.9243389521958045
6005,2,9,7,10,0.08,7,3.6918567667363225
6006,2,10,7,5,0.08,7,5.820340693333334
6007,2,10,7,6,0.08,7,5.371852947692307
6008,2,10,7,7,0.08,7,4.98743488
6009,2,10,7,8,0.08,7,4.65419703332401
6010,2,10,7,9,0.08,7,4.362432762237762
6011,2,10,7,10,0.08,7,4.10473052103661
6012,2,5,8,5,0.08,8,3.0595840492307693
6013,2,5,8,6,0.08,8,2.837011047192807
6014,2,5,8,7,0.08,8,2.6435554410815847
6015,2,5,8,8,0.08,8,2.4739243987692308
6016,2,5,8,9,0.08,8,2.324041963873303
6017,2,5,8,10,0.08,8,2.190710388496732
6018,2,6,8,5,0.08,8,3.6781703769510488
6019,2,6,8,6,0.08,8,3.4130619507852145
6020,2,6,8,7,0.08,8,3.182641589348252
6021,2,6,8,8,0.08,8,2.9804842837482517
6022,2,6,8,9,0.08,8,2.80169844199095
6023,2,6,8,10,0.08,8,2.6424796159517348
6024,2,7,8,5,0.08,8,4.294306141687645
6025,2,7,8,6,0.08,8,3.9862382593193484
6026,2,7,8,7,0.08,8,3.718755982003419
6027,2,7,8,8,0.08,8,3.4842059352167833
6028,2,7,8,9,0.08,8,3.2767911375532695
6029,2,7,8,10,0.08,8,3.0920328670568127
6030,2,8,8,5,0.08,8,4.909551266461538
6031,2,8,8,6,0.08,8,4.5579826237336
6032,2,8,8,7,0.08,8,4.253052296045999
6033,2,8,8,8,0.08,8,3.9859041390247083
6034,2,8,8,9,0.08,8,3.7498108666445082
6035,2,8,8,10,0.08,8,3.539579875937291
6036,2,9,8,5,0.08,8,5.524620174769232
6037,2,9,8,6,0.08,8,5.129218733714286
6038,2,9,8,7,0.08,8,4.786477067725875
6039,2,9,8,8,0.08,8,4.486425633655943
6040,2,9,8,9,0.08,8,4.221443665909995
6041,2,9,8,10,0.08,8,3.985627266277252
6042,2,10,8,5,0.08,8,6.139689083076924
6043,2,10,8,6,0.08,8,5.700354148571428
6044,2,10,8,7,0.08,8,5.319597205333334
6045,2,10,8,8,0.08,8,4.986397119328672
6046,2,10,8,9,0.08,8,4.692296245403537
6047,2,10,8,10,0.08,8,4.430711479018237
6048,2,5,9,5,0.08,9,3.196950918041958
6049,2,5,9,6,0.08,9,2.9803869955324678
6050,2,5,9,7,0.08,9,2.790356746153846
6051,2,5,9,8,0.08,9,2.622304326950226
6052,2,5,9,9,0.08,9,2.472673145411765
6053,2,5,9,10,0.08,9,2.3386381552941176
6054,2,6,9,5,0.08,9,3.8422840162717287
6055,2,6,9,6,0.08,9,3.58415077697982
6056,2,6,9,7,0.08,9,3.3577393589370628
6057,2,6,9,8,0.08,9,3.157486672072398
6058,2,6,9,9,0.08,9,2.9790925570316737
6059,2,6,9,10,0.08,9,2.8191706375727557
6060,2,7,9,5,0.08,9,4.4855781099860135
6061,2,7,9,6,0.08,9,4.185374199586014
6062,2,7,9,7,0.08,9,3.922338952195804
6063,2,7,9,8,0.08,9,3.6898567667363227
6064,2,7,9,9,0.08,9,3.482823952144796
6065,2,7,9,10,0.08,9,3.297238701313646
6066,2,8,9,5,0.08,9,5.128218733714286
6067,2,8,9,6,0.08,9,4.785477067725875
6068,2,8,9,7,0.08,9,4.485425633655944
6069,2,8,9,8,0.08,9,4.220443665909996
6070,2,8,9,9,0.08,9,3.984627266277252
6071,2,8,9,10,0.08,9,3.7733416603267447
6072,2,9,9,5,0.08,9,5.770746075428571
6073,2,9,9,6,0.08,9,5.3852296704
6074,2,9,9,7,0.08,9,5.047868831395803
6075,2,9,9,8,0.08,9,4.750104785533525
6076,2,9,9,9,0.08,9,4.485274225721761
6077,2,9,9,10,0.08,9,4.2481256659848885
6078,2,10,9,5,0.08,9,6.4132734171428565
6079,2,10,9,6,0.08,9,5.984921856
6080,2,10,9,7,0.08,9,5.61011424
6081,2,10,9,8,0.08,9,5.279381646703414
6082,2,10,9,9,0.08,9,4.985338946053476
6083,2,10,9,10,0.08,9,4.722146987984153
6084,2,5,10,5,0.08,10,3.315713114405594
6085,2,5,10,6,0.08,10,3.1055092901098895
6086,2,5,10,7,0.08,10,2.9195372054298643
6087,2,5,10,8,0.08,10,2.7538522729411765
6088,2,5,10,9,0.08,10,2.6053369426625386
6089,2,5,10,10,0.08,10,2.4714875489783283
6090,2,6,10,5,0.08,10,3.984307270841159
6091,2,6,10,6,0.08,10,3.733584462177822
6092,2,6,10,7,0.08,10,3.5119108720361996
6093,2,6,10,8,0.08,10,3.3144529831674205
6094,2,6,10,9,0.08,10,3.1374211799380802
6095,2,6,10,10,0.08,10,2.9777959087554184
6096,2,7,10,5,0.08,10,4.65119703332401
6097,2,7,10,6,0.08,10,4.359432762237762
6098,2,7,10,7,0.08,10,4.10173052103661
6099,2,7,10,8,0.08,10,3.872356213092006
6100,2,7,10,9,0.08,10,3.6668129178566327
6101,2,7,10,10,0.08,10,3.481525809585139
6102,2,8,10,5,0.08,10,5.3175972053333345
6103,2,8,10,6,0.08,10,4.984397119328671
6104,2,8,10,7,0.08,10,4.6902962454035375
6105,2,8,10,8,0.08,10,4.4287114790182365
6106,2,8,10,9,0.08,10,4.194456630207191
6107,2,8,10,10,0.08,10,3.983399145266968
6108,2,9,10,5,0.08,10,5.983921856
6109,2,9,10,6,0.08,10,5.60911424
6110,2,9,10,7,0.08,10,5.278381646703414
6111,2,9,10,8,0.08,10,4.984338946053476
6112,2,9,10,9,0.08,10,4.721146987984152
6113,2,9,10,10,0.08,10,4.48413632698452
6114,2,10,10,5,0.08,10,6.650247745368232
6115,2,10,10,6,0.08,10,6.233794064513087
6116,2,10,10,7,0.08,10,5.866335344211271
6117,2,10,10,8,0.08,10,5.539694401151349
6118,2,10,10,9,0.08,10,5.247402056362994
6119,2,10,10,10,0.08,10,4.984274522173573
6120,2,5,1,5,0.09,1,0.75635
6121,2,5,1,6,0.09,1,0.6481571428571429
6122,2,5,1,7,0.09,1,0.5670125
6123,2,5,1,8,0.09,1,0.5039
6124,2,5,1,9,0.09,1,0.45341
6125,2,5,1,10,0.09,1,0.41209999999999997
6126,2,6,1,5,0.09,1,0.90782
6127,2,6,1,6,0.09,1,0.7779885714285714
6128,2,6,1,7,0.09,1,0.680615
6129,2,6,1,8,0.09,1,0.60488
6130,2,6,1,9,0.09,1,0.544292
6131,2,6,1,10,0.09,1,0.49471999999999994
6132,2,7,1,6,0.09,1,0.90782
6133,2,7,1,7,0.09,1,0.7942174999999999
6134,2,7,1,8,0.09,1,0.7058599999999999
6135,2,7,1,9,0.09,1,0.6351739999999999
6136,2,7,1,10,0.09,1,0.57734
6137,2,8,1,7,0.09,1,0.90782
6138,2,8,1,8,0.09,1,0.8068399999999999
6139,2,8,1,9,0.09,1,0.726056
6140,2,8,1,10,0.09,1,0.65996
6141,2,9,1,8,0.09,1,0.90782
6142,2,9,1,9,0.09,1,0.8169379999999999
6143,2,9,1,10,0.09,1,0.74258
6144,2,10,1,9,0.09,1,0.90782
6145,2,10,1,10,0.09,1,0.8251999999999999
6146,2,5,2,5,0.09,2,1.3744702857142856
6147,2,5,2,6,0.09,2,1.192642
6148,2,5,2,7,0.09,2,1.053391
6149,2,5,2,8,0.09,2,0.9432928
6150,2,5,2,9,0.09,2,0.8540413818181818
6151,2,5,2,10,0.09,2,0.7802178181818181
6152,2,6,2,5,0.09,2,1.673211142857143
6153,2,6,2,6,0.09,2,1.4491554999999998
6154,2,6,2,7,0.09,2,1.2781465
6155,2,6,2,8,0.09,2,1.1432932
6156,2,6,2,9,0.09,2,1.0342020727272727
6157,2,6,2,10,0.09,2,0.9441217272727271
6158,2,7,2,5,0.09,2,1.9797676
6159,2,7,2,6,0.09,2,1.7115307
6160,2,7,2,7,0.09,2,1.5074611
6161,2,7,2,8,0.09,2,1.34694088
6162,2,7,2,9,0.09,2,1.2173469018181817
6163,2,7,2,10,0.09,2,1.110512418181818
6164,2,8,2,6,0.09,2,1.9797676
6165,2,8,2,7,0.09,2,1.7413348
6166,2,8,2,8,0.09,2,1.55423584
6167,2,8,2,9,0.09,2,1.403475869090909
6168,2,8,2,10,0.09,2,1.2793898909090908
6169,2,9,2,7,0.09,2,1.9797676
6170,2,9,2,8,0.09,2,1.76517808
6171,2,9,2,9,0.09,2,1.5925889745454544
6172,2,9,2,10,0.09,2,1.4507541454545454
6173,2,10,2,8,0.09,2,1.9797676
6174,2,10,2,9,0.09,2,1.7846862181818184
6175,2,10,2,10,0.09,2,1.6246051818181817
6176,2,5,3,5,0.09,3,1.8368823975
6177,2,5,3,6,0.09,3,1.621802265
6178,2,5,3,7,0.09,3,1.4509788854999999
6179,2,5,3,8,0.09,3,1.3122463167272727
6180,2,5,3,9,0.09,3,1.1974450829999999
6181,2,5,3,10,0.09,3,1.1009310988111887
6182,2,6,3,5,0.09,3,2.225609295
6183,2,6,3,6,0.09,3,1.9664580299999999
6184,2,6,3,7,0.09,3,1.759664571
6185,2,6,3,8,0.09,3,1.5912905607272725
6186,2,6,3,9,0.09,3,1.451768438727273
6187,2,6,3,10,0.09,3,1.3343884283916083
6188,2,7,3,5,0.09,3,2.6119182412499997
6189,2,7,3,6,0.09,3,2.3114557275
6190,2,7,3,7,0.09,3,2.06995733925
6191,2,7,3,8,0.09,3,1.8724983049090906
6192,2,7,3,9,0.09,3,1.7084604541363637
6193,2,7,3,10,0.09,3,1.5702416766083915
6194,2,8,3,5,0.09,3,2.9918086259999996
6195,2,8,3,6,0.09,3,2.6541282839999996
6196,2,8,3,7,0.09,3,2.3799902388
6197,2,8,3,8,0.09,3,2.1545117663999998
6198,2,8,3,9,0.09,3,1.966502792072727
6199,2,8,3,10,0.09,3,1.8077075071888111
6200,2,9,3,6,0.09,3,2.9918086259999996
6201,2,9,3,7,0.09,3,2.6878963182
6202,2,9,3,8,0.09,3,2.4359731623272722
6203,2,9,3,9,0.09,3,2.224877115381818
6204,2,9,3,10,0.09,3,2.04600258386014
6205,2,10,3,7,0.09,3,2.9918086259999996
6206,2,10,3,8,0.09,3,2.7155247098181814
6207,2,10,3,9,0.09,3,2.4825650869090907
6208,2,10,3,10,0.09,3,2.2843435703496504
6209,2,5,4,5,0.09,4,2.1931840625396823
6210,2,5,4,6,0.09,4,1.9642313435238092
6211,2,5,4,7,0.09,4,1.7772304496969695
6212,2,5,4,8,0.09,4,1.6219024053737374
6213,2,5,4,9,0.09,4,1.4909924600279718
6214,2,5,4,10,0.09,4,1.3792606425374625
6215,2,6,4,5,0.09,4,2.6486361276190475
6216,2,6,4,6,0.09,4,2.3753648885714282
6217,2,6,4,7,0.09,4,2.1511102276363636
6218,2,6,4,8,0.09,4,1.9641703386666665
6219,2,6,4,9,0.09,4,1.8062005233006992
6220,2,6,4,10,0.09,4,1.6711113533266733
6221,2,7,4,5,0.09,4,3.099543327777778
6222,2,7,4,6,0.09,4,2.7839082876666668
6223,2,7,4,7,0.09,4,2.5239261246060605
6224,2,7,4,8,0.09,4,2.306450184707071
6225,2,7,4,9,0.09,4,2.122145652223776
6226,2,7,4,10,0.09,4,1.9641730877622376
6227,2,8,4,5,0.09,4,3.5459583715555554
6228,2,8,4,6,0.09,4,3.188826336533333
6229,2,8,4,7,0.09,4,2.8943404828121206
6230,2,8,4,8,0.09,4,2.647397577341414
6231,2,8,4,9,0.09,4,2.4375837972587413
6232,2,8,4,10,0.09,4,2.2573334286673328
6233,2,9,4,5,0.09,4,3.9900781679999997
6234,2,9,4,6,0.09,4,3.5903703512
6235,2,9,4,7,0.09,4,3.2618343392
6236,2,9,4,8,0.09,4,2.9862139469090905
6237,2,9,4,9,0.09,4,2.751648767977622
6238,2,9,4,10,0.09,4,2.54974985822977
6239,2,10,4,6,0.09,4,3.9900781679999997
6240,2,10,4,7,0.09,4,3.626707425454545
6241,2,10,4,8,0.09,4,3.322646520242424
6242,2,10,4,9,0.09,4,3.0638522330629367
6243,2,10,4,10,0.09,4,2.8408497580019976
6244,2,5,5,5,0.09,5,2.4760453353571426
6245,2,5,5,6,0.09,5,2.242948066341991
6246,2,5,5,7,0.09,5,2.0484823927398987
6247,2,5,5,8,0.09,5,1.8840285514452215
6248,2,5,5,9,0.09,5,1.7433013759390605
6249,2,5,5,10,0.09,5,1.6216211314718614
6250,2,6,5,5,0.09,5,2.984447569285714
6251,2,6,5,6,0.09,5,2.7071372598701298
6252,2,6,5,7,0.09,5,2.4750426631060605
6253,2,6,5,8,0.09,5,2.2781686921678324
6254,2,6,5,9,0.09,5,2.1092514890009992
6255,2,6,5,10,0.09,5,1.962871443776224
6256,2,7,5,5,0.09,5,3.4882957733333333
6257,2,7,5,6,0.09,5,3.167665098030303
6258,2,7,5,7,0.09,5,2.899023859103535
6259,2,7,5,8,0.09,5,2.6707262920279717
6260,2,7,5,9,0.09,5,2.474447492097902
6261,2,7,5,10,0.09,5,2.3040226906526806
6262,2,8,5,5,0.09,5,3.989078168
6263,2,8,5,6,0.09,5,3.624872790060606
6264,2,8,5,7,0.09,5,3.3200676620404037
6265,2,8,5,8,0.09,5,3.060963783310023
6266,2,8,5,9,0.09,5,2.8379709311488512
6267,2,8,5,10,0.09,5,2.644091763655011
6268,2,9,5,5,0.09,5,4.488712939
6269,2,9,5,6,0.09,5,4.079920853636363
6270,2,9,5,7,0.09,5,3.738634805954545
6271,2,9,5,8,0.09,5,3.4488575524755243
6272,2,9,5,9,0.09,5,3.199497272297702
6273,2,9,5,10,0.09,5,2.9825814676083917
6274,2,10,5,5,0.09,5,4.98834771
6275,2,10,5,6,0.09,5,4.534134281818181
6276,2,10,5,7,0.09,5,4.1556230916666665
6277,2,10,5,8,0.09,5,3.834862871888112
6278,2,10,5,9,0.09,5,3.5591447865934063
6279,2,10,5,10,0.09,5,3.3193797770629367
6280,2,5,6,5,0.09,6,2.70613725987013
6281,2,5,6,6,0.09,6,2.47404266310606
6282,2,5,6,7,0.09,6,2.2771686921678325
6283,2,5,6,8,0.09,6,2.108251489000999
6284,2,5,6,9,0.09,6,1.9618714437762237
6285,2,5,6,10,0.09,6,1.8339025766620878
6286,2,6,6,5,0.09,6,3.257965344051948
6287,2,6,6,6,0.09,6,2.982051301961039
6288,2,6,6,7,0.09,6,2.747585776335664
6289,2,6,6,8,0.09,6,2.5459784545494504
6290,2,6,6,9,0.09,6,2.37088766833007
6291,2,6,6,10,0.09,6,2.2175065841223778
6292,2,7,6,5,0.09,6,3.8057668201818178
6293,2,7,6,6,0.09,6,3.4862159591060604
6294,2,7,6,7,0.09,6,3.2147426821818175
6295,2,7,6,8,0.09,6,2.981164229258741
6296,2,7,6,9,0.09,6,2.7780775343944053
6297,2,7,6,10,0.09,6,2.5999319679912585
6298,2,8,6,5,0.09,6,4.351448910545455
6299,2,8,6,6,0.09,6,3.98766085030303
6300,2,8,6,7,0.09,6,3.6790793787972027
6301,2,8,6,8,0.09,6,3.4137441235884114
6302,2,8,6,9,0.09,6,3.1830348466125873
6303,2,8,6,10,0.09,6,2.980556190503496
6304,2,9,6,5,0.09,6,4.896505024363636
6305,2,9,6,6,0.09,6,4.487712939
6306,2,9,6,7,0.09,6,4.141523031440559
6307,2,9,6,8,0.09,6,3.84423782616983
6308,2,9,6,9,0.09,6,3.585941604620979
6309,2,9,6,10,0.09,6,3.3593065532412587
6310,2,10,6,5,0.09,6,5.441561138181818
6311,2,10,6,6,0.09,6,4.98734771
6312,2,10,6,7,0.09,6,4.603013270769231
6313,2,10,6,8,0.09,6,4.273377385534466
6314,2,10,6,9,0.09,6,3.987284345958042
6315,2,10,6,10,0.09,6,3.736445132622377
6316,2,5,7,5,0.09,7,2.897023859103535
6317,2,5,7,6,0.09,7,2.668726292027972
6318,2,5,7,7,0.09,7,2.472447492097902
6319,2,5,7,8,0.09,7,2.3020226906526804
6320,2,5,7,9,0.09,7,2.1527690201442304
6321,2,5,7,10,0.09,7,2.021059308122172
6322,2,6,7,5,0.09,7,3.48521595910606
6323,2,6,7,6,0.09,7,3.213742682181818
6324,2,6,7,7,0.09,7,2.9801642292587407
6325,2,6,7,8,0.09,7,2.7770775343944054
6326,2,6,7,9,0.09,7,2.5989319679912586
6327,2,6,7,10,0.09,7,2.4414626922805427
6328,2,7,7,5,0.09,7,4.069990089244268
6329,2,7,7,6,0.09,7,3.7551117114775407
6330,2,7,7,7,0.09,7,3.4844271968296794
6331,2,7,7,8,0.09,7,3.2491044786299086
6332,2,7,7,9,0.09,7,3.0425926905268756
6333,2,7,7,10,0.09,7,2.8599088636004453
6334,2,8,7,5,0.09,7,4.653294761832928
6335,2,8,7,6,0.09,7,4.294338040239906
6336,2,8,7,7,0.09,7,3.9862087095185545
6337,2,8,7,8,0.09,7,3.7185919027511543
6338,2,8,7,9,0.09,7,3.4838481906905314
6339,2,8,7,10,0.09,7,3.2761985435546928
6340,2,9,7,5,0.09,7,5.236331141748183
6341,2,9,7,6,0.09,7,4.832690571037623
6342,2,9,7,7,0.09,7,4.486606801239091
6343,2,9,7,8,0.09,7,4.1863679462067696
6344,2,9,7,9,0.09,7,3.923243921762986
6345,2,9,7,10,0.09,7,3.6906226523716863
6346,2,10,7,5,0.09,7,5.819625815827273
6347,2,10,7,6,0.09,7,5.370937604997202
6348,2,10,7,7,0.09,7,4.986475437883217
6349,2,10,7,8,0.09,7,4.653229680120466
6350,2,10,7,9,0.09,7,4.361441096424406
6351,2,10,7,10,0.09,7,4.1036780525059235
6352,2,5,8,5,0.09,8,3.057963783310023
6353,2,5,8,6,0.09,8,2.8349709311488516
6354,2,5,8,7,0.09,8,2.6410917636550115
6355,2,5,8,8,0.09,8,2.4710572271538465
6356,2,5,8,9,0.09,8,2.3208039532669686
6357,2,5,8,10,0.09,8,2.1871396665359475
6358,2,6,8,5,0.09,8,3.6770793787972025
6359,2,6,8,6,0.09,8,3.4117441235884116
6360,2,6,8,7,0.09,8,3.1810348466125875
6361,2,6,8,8,0.09,8,2.9785561905034963
6362,2,6,8,9,0.09,8,2.799438909321267
6363,2,6,8,10,0.09,8,2.639893923969834
6364,2,7,8,5,0.09,8,4.293338040239907
6365,2,7,8,6,0.09,8,3.9852087095185547
6366,2,7,8,7,0.09,8,3.7175919027511544
6367,2,7,8,8,0.09,8,3.482848190690531
6368,2,7,8,9,0.09,8,3.275198543554693
6369,2,7,8,10,0.09,8,3.0901809080194718
6370,2,8,8,5,0.09,8,4.908597712932898
6371,2,8,8,6,0.09,8,4.557020757108332
6372,2,8,8,7,0.09,8,4.252054331727117
6373,2,8,8,8,0.09,8,3.9848231172391357
6374,2,8,8,9,0.09,8,3.748599622392733
6375,2,8,8,10,0.09,8,3.53819914290916
6376,2,9,8,5,0.09,8,5.523854848095105
6377,2,9,8,6,0.09,8,5.128332404062258
6378,2,9,8,7,0.09,8,4.785545415889903
6379,2,9,8,8,0.09,8,4.485456681048336
6380,2,9,8,9,0.09,8,4.220415382561112
6381,2,9,8,10,0.09,8,3.984507502476923
6382,2,10,8,5,0.09,8,6.139523820486715
6383,2,10,8,6,0.09,8,5.699760268778421
6384,2,10,8,7,0.09,8,5.318808358967646
6385,2,10,8,8,0.09,8,4.985519019544056
6386,2,10,8,9,0.09,8,4.6913647027818675
6387,2,10,8,10,0.09,8,4.429726191548114
6388,2,5,9,5,0.09,9,3.195497272297702
6389,2,5,9,6,0.09,9,2.978581467608392
6390,2,5,9,7,0.09,9,2.7881810091346155
6391,2,5,9,8,0.09,9,2.6197625363212667
6392,2,5,9,9,0.09,9,2.4697832447941175
6393,2,5,9,10,0.09,9,2.3354257603560367
6394,2,6,9,5,0.09,9,3.84123782616983
6395,2,6,9,6,0.09,9,3.582941604620979
6396,2,6,9,7,0.09,9,3.3563065532412586
6397,2,6,9,8,0.09,9,3.155791655321267
6398,2,6,9,9,0.09,9,2.9771152823212668
6399,2,6,9,10,0.09,9,2.8169051652074306
6400,2,7,9,5,0.09,9,4.484606801239091
6401,2,7,9,6,0.09,9,4.18436794620677
6402,2,7,9,7,0.09,9,3.9212439217629855
6403,2,7,9,8,0.09,9,3.6886226523716865
6404,2,7,9,9,0.09,9,3.4814105979631895
6405,2,7,9,10,0.09,9,3.2956175869372175
6406,2,8,9,5,0.09,9,5.127332404062258
6407,2,8,9,6,0.09,9,4.7845454158899035
6408,2,8,9,7,0.09,9,4.484456681048337
6409,2,8,9,8,0.09,9,4.219415382561112
6410,2,8,9,9,0.09,9,3.9835075024769226
6411,2,8,9,10,0.09,9,3.7720982795237723
6412,2,9,9,5,0.09,9,5.770244491390319
6413,2,9,9,6,0.09,9,5.384497238993482
6414,2,9,9,7,0.09,9,5.047024338497718
6415,2,9,9,8,0.09,9,4.749194402200986
6416,2,9,9,9,0.09,9,4.484304892381049
6417,2,9,9,10,0.09,9,4.247085076110673
6418,2,10,9,5,0.09,9,6.413602494897403
6419,2,10,9,6,0.09,9,5.984697159226014
6420,2,10,9,7,0.09,9,5.6095722090806825
